dataset,origin,id,doc,summ,model_name,cut,error_type,full_error,annotated_span,annotated_corrections,,,,,,,301,,,,,,,,,,,,,,,,,
CLIFF,xsum,30453069,"Little is beyond their reach. Official documents and private communications are made public, and websites blocked. They hijack CCTV cameras, electronic billboards and network printers. The best known of the virtual warriors are the Ukrainian Cyber Troops, the Cyber Berkut and Anonymous International. All three present themselves as independent activists, separate from other, government-sponsored groups. The most prominent pro-Ukrainians hackers are the Ukrainian Cyber Troops, led by Kiev-based programmer Yevhen Dokukin. Most recently, he claimed to have hacked into two Russian interior ministry servers and an email account used by police in Russia's Rostov region - bordering Ukraine's eastern separatist regions. ""I gave all this data to Ukraine's security service, but they still can't get round to analysing it, so do it yourselves,"" he urged readers on Facebook. Volunteer activist group Inform Napalm sifted through more than 35 gigabytes of the data and found what looked like official reports confirming that Russian military servicemen were among the hundreds of people evacuated to Russia after being wounded in Ukraine. The Ukrainian Cyber Troops make extensive use of one of the most tried and tested tools in cyber warfare, the distributed denial-of-service (DDoS) attack. ""DDoS attacks are the Ukrainian Cyber Troops' artillery,"" Mr Dokukin likes saying. Scores of rebel websites were made inaccessible when the Ukrainian Cyber Troops relentlessly bombarded them with fake service requests. To disrupt separatist funding, they target accounts held by rebels in electronic payment systems such as PayPal and WebMoney. The Cyber Troops have also hacked into public CCTV systems in rebel-held areas of eastern Ukraine and monitor them for the movement of troops and military hardware. On 8 December, Yevhen Dokukin claimed to have hijacked network printers in eastern Ukraine and Crimea to print pro-Ukrainian messages and insults against Russian President Vladimir Putin. Some media reports suggest that Ukraine's security services have used information obtained by hackers to direct artillery fire. But officials deny this. ""We only use data obtained by people we trust and know,"" Ukrainian military spokesman Oleksiy Dmytrashkivsky told the BBC. On the other side of the conflict is Cyber Berkut, a staunchly anti-Western group which takes its name from the riot police used against protesters during the unrest in Kiev that led to the ousting of President Viktor Yanukovych. The group's declared goal is thwarting Ukraine's military plans and thus stopping the ""genocide"" that it accuses Kiev of unleashing at America's behest. Its motto is ""We won't forgive or forget"", and its rhetoric closely resembles that of Russian state media. During US Vice-President Joe Biden's visit to Kiev on 20-21 November, Cyber Berkut hacked several Ukrainian government websites, placing a message on their front pages which read: ""Joseph Biden is the fascists' master."" Cyber Berkut claims to have retrieved confidential documents from a mobile device used by one member of Mr Biden's team while it was in Kiev. The documents appear to detail Washington's military assistance to Ukraine. Another stunt carried out by Cyber Berkut is the apparent hacking of electronic billboards in Kiev, which were made to show a video branding Ukrainian officials and activists ""war criminals"" and featuring highly graphic images of civilians killed in the current conflict. They also claim to have disrupted the electronic vote-counting systems ahead of October's parliamentary election in Ukraine, to have leaked Ukrainian defence ministry data on losses and desertions, and to have blocked President Petro Poroshenko's website. In addition, Russian tabloid Komsomolskaya Pravda quoted a Facebook conversation allegedly hacked by Cyber Berkut, in which Ukrainian officials appear to admit that their forces downed Malaysia Airlines flight MH17. The claim went largely ignored elsewhere and has never been verified. Russian activist group Anonymous International made its name by publishing leaked documents from the Kremlin. It is otherwise known as b0ltai or Shaltay Boltay, which translates as ""Humpty Dumpty"". What is not clear is whether it obtains material through hacking or are given it by Kremlin insiders. The group focuses on Russia's domestic affairs, but some of its material covers Ukraine. In  November it published a letter from a Russian fighter in eastern Ukraine suggesting that locals did not support the separatist forces. And in May it made headlines leaking what it said were emails to and from former Russian FSB colonel Igor Girkin, also known as Strelkov, who was then a key rebel commander in eastern Ukraine. Access to Anonymous International's website is currently blocked in Russia. BBC Monitoring reports and analyses news from TV, radio, web and print media around the world. For more reports from BBC Monitoring, click here. You can follow BBC Monitoring on Twitter and Facebook.","Hackers from pro-Ukrainian and pro-Russian activist groups have been carrying out a wave of cyber attacks on government and rebel websites during the conflict in eastern Ukraine, as the BBC's Monitoring Monitoring team reports.",BART,val,extrinsic,['extrinsic-NP'],"['pro-Russian', 'Monitoring Monitoring team']","['Russian activist', 'BBC Monitoring']",,,,,,,,,,,,,,,,,,,,,,,,
CLIFF,xsum,33721182,"The Briton finished more than two minutes ahead of Poland's Anna Harkowska in Nottwil, Switzerland. Storey can win a 17th title when she rides in Saturday's road race. ""It's a massive relief to win,"" said the 37-year-old, who is targeting further Paralympic success at next year's Games in Rio de Janeiro. Storey is Britain's most decorated female Paralympian with 22 medals. She has won 11 gold, eight silver and three bronze medals in both cycling and swimming across six Paralympics. She won four golds at the 2012 Games in London and has now won 21 world titles across both sports. Storey began her sporting career in the pool, winning six medals at the 1992 Paralympics before switching to cycling in 2005.",Paralympic champion Sarah Storey won a record - equalling 16th world title with victory in the women's individual time trial at the Para - cycling Track World Championships.,BART,val,extrinsic,['extrinsic-predicate'],"['a record - equalling 16th world title', ""in the women's individual time trial at the Para - cycling Track World Championships""]","['can win a 17th title', 'in Nottwil, Switzerland']",,,,,,,,,,,,,,,,,,,,,,,,
CLIFF,xsum,36054083,"Chelmsford Prison told residents there had recently been ""numerous incidents"" of packages being hurled over the wall. One former inmate said the jail was ""notorious"" for being ""flooded"" with mobile phones and synthetic cannabis. The Ministry of Justice said staff worked ""extremely hard"" to stop contraband from getting into prisons. ""However more must be done, which is why the Justice Secretary has asked us to look at how we can ensure prisons have the tools in place to tackle this kind of problem,"" the spokeswoman added. Follow updates on this story and other news from Essex A woman who lives near the prison, who did not want to be named, said she had witnessed packages being thrown over the wall ""four times in two weeks."" ""It's getting quite bad at the minute. The prison wants us to come to an evening to talk about what to do if anything does get thrown over,"" she said. ""I don't feel frightened, but obviously it's not nice - I always lock the doors and everything."" The former inmate claimed drones were used to fly contraband goods ""straight up to prison windows"", but the Ministry of Justice said there was no evidence of drones coming into the Chelmsford site. The spokeswoman said laws had been introduced which mean people who smuggle packages over prison walls could be jailed for up to two years.",People living near an Essex prison have been told to lock their doors and windows after packages were thrown over the wall in an attempt to smuggle contraband into the jail.,BART,val,extrinsic,['extrinsic-predicate'],['have been told to lock their doors and windows'],['prison wants us to come to an evening to talk about what to do if anything does get thrown over'],,,,,,,,,,,,,,,,,,,,,,,,
CLIFF,xsum,38875040,"The casualty, who was with a group of paragliders, was airlifted off Slieve Gullion at about 15:00 GMT on Sunday. Mourne Mountain Rescue Team said the man had a ""serious leg injury"" and was taken to the Royal Victoria Hospital in Belfast. The team had been training in the Annalong Valley when the emergency call came at 13:43 GMT. Mourne Mountain Rescue Team, Belfast Coastguard, Irish coastguard, PSNI and the Northern Ireland Ambulance Service were all involved in the rescue. ""A total of 22 members responded and the team stood down at 18:17 GMT,"" Mourne Mountain Rescue said.",A paraglider has been airlifted to hospital with a serious leg injury after falling in the Annalong Valley in County Antrim.,BART,test,intrinsic,['intrinsic-NP'],['Annalong Valley in County Antrim'],['Slieve Gullion'],,,,,,,,,,,,,,,,,,,,,,,,
CLIFF,xsum,35794194,"Mohammad Thneibat said countries such as Jordan faced a ""serious problem"" in coping with so many young refugees. He called for more international financial support to help build schools and train teachers. ""The alternatives are very bad,"" said Mr Thneibat. ""The international community will pay a high price if we don't stand together to face this serious problem,"" he told the Global Education and Skills Forum. Mr Thneibat said Jordan already had Palestinian and Iraqi refugees and now had 1.3 million Syrians who had fled across its borders. ""We're trying to do everything to educate these young people for peace, introducing ideas of tolerance and co-existence,"" Mr Thneibat, who is also Jordan's education minister, told the international conference in Dubai. But he warned that Syria's neighbours did not have the capacity to deal with such an influx of families without more international assistance. He said Jordan was training thousands more teachers and building new schools, which would operate in double shifts to try to accommodate 145,000 refugee children in its state school system. But there were still more children arriving than could be taught, he warned. There had been financial support from the international community - and more had been pledged, Mr Thneibat said - but almost two-thirds of the cost of each extra refugee pupil was being taken from Jordan's own education budget, he said. This was in addition to extra costs in health, housing and infrastructure. Without any access to education, he said such youngsters could become part of another cycle of conflict. ""If we leave these students, we believe they could become extremists."" Tom Fletcher, UK ambassador to Lebanon until last year, said the numbers of refugees were now ""staggering"". Mr Fletcher is now working for a coalition trying to get business support to tackle the refugee crisis. He said conventional humanitarian crisis approaches did not work on this scale, and that other groups, including business, should contribute. George Papendreou, former prime minister of Greece, told the conference that he had been a refugee when his family was in political exile. He said that European countries should try to see refugees as potential benefits to their societies rather than respond with ""fear and ignorance"".","The international community will pay a "" high price "" if it does not do more to help countries cope with the influx of refugees from Syria, the UN's special envoy to Jordan has warned.",BART,test,extrinsic,['extrinsic-NP'],"[""the UN's special envoy to Jordan""]","[""Jordan's education minister""]",,,,,,,,,,,,,,,,,,,,,,,,
CLIFF,xsum,36423607,"The move is part of national fire service reforms unveiled by Home Secretary Theresa May last week. Sussex PCC Katy Bourne said emergency services would have an increased duty to collaborate under the new bill. But West Sussex County Council (WSCC) said it already had an excellent model. East Sussex's fire authority said it would co-operate with the PCC but it believed collaboration could be achieved without elaborate structural change. Ms Bourne said she had written to WSCC leader Louise Goldsmith and Phil Howson, East Sussex Fire Authority chairman, to request they begin to look at the feasibility of bringing both fire services under her authority. ""Just as we have one police force that effectively manages the county, we need to understand if one fire service not two could achieve the same,"" she said. Ms Bourne's letter met with cross-party opposition from WSCC. And Ms Goldsmith also invited the home secretary to visit West Sussex and see an alternative to the government's preferred plan. Ms Goldsmith said West Sussex fire service was already integrated within the council and served communities. She added last year's Shoreham air disaster showed how West Sussex emergency services already worked together. East Sussex Fire Authority said it was willing to co-operate with the PCC to determine whether proposals could improve delivery of services and create efficiencies. In a statement, it added: ""[The fire authority] believes whilst close collaboration between the emergency services is essential, it can be achieved without elaborate structural change. ""It is also the fire authority's considered view that it is more accountable to the community it serves because its members are elected councillors.""",West Sussex's police and crime commissioner (PCC) has said she wants to look at the feasibility of bringing East Sussex's fire service under her authority.,BART,val,intrinsic,['intrinsic-NP'],['West'],['Sussex PCC'],,,,,,,,,,,,,,,,,,,,,,,,
CLIFF,xsum,37680168,"The regulator, NHS Improvement, said it wanted more progress after the NHS had slipped behind schedule in its efforts to reduce the agency bill. Last year £3.6bn was spent on agency staff, but the regulator wants that brought down by £1bn by the end of this financial year. A cap was introduced in October and has so far saved £600m, the regulator said. It means hospitals, mental health trusts and ambulance services should not be paying more than 55% above normal shift rates for any staff, from doctors and nurses to administration staff. Only senior managers are exempted. The aim was to reduce the overall cost of agency staff as well as getting hospitals to reduce their reliance on them. Agency staff are more expensive because the NHS has to cover the agency fees and employers costs, such as National Insurance contributions, when it buys them in. NHS Improvement said the progress being made was ""promising"", but it still leaves the NHS short. The latest accounts suggested NHS trusts were 10% down on where they wanted to be. And while the agency bill is falling it is not yet clear whether spending on other parts of the pay bill has risen. The figures released by NHS Improvement do not cover NHS ""bank"" staff - effectively the health service's in-house agency - or money spent getting employed staff to do overtime. NHS Improvement said it would start publishing ""league tables"" of the best and worst-performing trusts on agency spending later this year. Information on the 20 highest-earning agency staff per trust would also be collected amid suspicion some people are still earning large sums from agency work. It found examples of hospitals being quoted double the rates for doctors. In one case a trust was quoted £130 an hour for a surgeon when the cap is meant to be £76, while another was quoted £70 an hour for a junior doctor when the fee is meant to be £35. NHS Improvement chief executive Jim Mackey said: ""The NHS simply doesn't have the money to keep forking out for hugely expensive agency staff. There's much more to be done.""","Spending on agency staff in the NHS in England is expected to fall by £ 500 m this year despite a cap on the amount they can be paid, figures show.",BART,test,extrinsic,['extrinsic-NP'],['£ 500 m'],['so far saved £600m'],,,,,,,,,,,,,,,,,,,,,,,,
CLIFF,xsum,29450120,"Media playback is unsupported on your device 1 October 2014 Last updated at 19:45 BST The Global AgeWatch Index 2014 measures the social and economic welfare of those over 60 in 96 countries. According to the index, Norway comes on top and the worst country is Afghanistan, followed by Mozambique. Here's the story - in 15 seconds.","A new report has suggested that the world's oldest country is the best place to live, according to those over 60.",BART,val,extrinsic,['extrinsic-predicate'],"[""A new report has suggested that the world's oldest country is the best place to live""]",['Norway comes on top'],,,,,,,,,,,,,,,,,,,,,,,,
CLIFF,xsum,36066329,"The incident happened on Morningside Road, near to Jordan Lane, at about 11:45 on Sunday. A local diversion was put in place at Comiston Road and Churchill Place, following the incident. Police Scotland have appealed to anyone who may have seen the elderly woman, or the bin lorry, before the incident occurred. Sgt Andrew Miller, of the road policing unit, said: ""The woman was walking with a wheeled walking aid, similar to a zimmer frame, and we're hopeful anyone who might have seen her will come forward with relevant information.""",An elderly woman has been taken to hospital with serious injuries after being hit by a bin lorry in Edinburgh.,BART,test,extrinsic,['extrinsic-predicate'],['has been taken to hospital with serious injuries after being hit by'],['the incident'],,,,,,,,,,,,,,,,,,,,,,,,
CLIFF,xsum,34793274,"The decision to dedicate part of the radio spectrum to a global flight tracking system was taken at a UN conference in Geneva on Wednesday. The conference aimed to improve on the current tracking system which relies on ground-based radars. MH370 disappeared in March 2014 with 239 people on board. Representatives from more than 160 countries decided to set aside a radio frequency for the satellite tracking of planes at the World Radiocommunication Conference (WRC), organised by the UN's International Telecommunication Union (ITU). The deal will enable satellites to receive transmissions, known as automatic dependent surveillance-broadcast (ADS-B), that aircraft currently only send to other aircraft and to ground stations. This will allow ""real-time tracking of aircraft anywhere in the world,"" said Francois Rancy, head of the ITU's Radiocommunication Bureau. The disappearance of flight MH370 exposed weaknesses in worldwide air navigation systems. The current system leaves around 70% of the world's airspace uncovered. Soon after the plane disappeared, Malaysia's communication minister urged the ITU to help find new ways of transmitting flight data in real-time. The Malaysia Airlines flight was en route from Kuala Lumpur to Beijing when air traffic control staff lost contact with it. The plane is long believed to have crashed into the southern Indian Ocean. In July part of an aircraft wing was found on Reunion Island. Malaysian authorities later confirmed the debris to be from the missing MH370 plane. Following Wednesday's decision, ITU Secretary-General Houlin Zhao said the agency had ""responded in record time to the expectations of the global community on the major issue concerning global flight tracking."" The UN's aviation arm, the International Civil Aviation Organisation (ICAO), has set a November 2016 deadline for adopting new tracking guidelines. These will include aircraft sending their position at least every 15 minutes, or more in case of emergency, reported Reuters.","The disappearance of Malaysia Airlines flight MH370 could be tracked in real - time by satellites for the first time, the UN has agreed.",BART,val,intrinsic,['intrinsic-NP'],['The disappearance of Malaysia Airlines flight MH370'],['flight data'],,,,,,,,,,,,,,,,,,,,,,,,
CLIFF,xsum,40007645,"He told Reuters that the EU should not interfere with ""domestic issues"". He said he had already won backing from Poland that it would veto any move to strip Hungary of its EU voting rights. The EU objects to Hungary's tight controls on asylum seekers and non-governmental organisations (NGOs), as well as a higher education law. Critics say the education law could lead to the closure of the prestigious Central European University, founded by philanthropist George Soros. Thousands of Hungarians have held protest rallies against the laws in recent months. Asked by Reuters on Monday whether Hungary would backtrack on any of the three issues, Mr Szijjarto answered: ""No. Why should we? ""These laws belong to national competence, so I think European institutions should refrain from making attempts at interfering with domestic issues."" The minister added that ""my Polish colleague"" had made it very clear that Warsaw would veto any EU sanctions against Hungary. EU rules envisage that such decisions as stripping a member country of its voting rights should be approved unanimously. Hungary's right-wing Fidesz government of Prime Minister Viktor Orban is under sustained pressure from European institutions to withdraw the three laws, two of which have already been passed, the BBC's Nick Thorpe in Budapest reports. Hungary is currently forcibly housing asylum seekers in secured shipping containers, raising serious questions whether it is compatible with EU law. Hungary's Higher Education Law, signed in April, could force the closure of the Budapest-based CEU, which ranks among the top 200 universities in the world in eight disciplines. Meanwhile, draft legislation on NGOs is expected to go before parliament soon. Human rights groups say it would stigmatise them as ""foreign-backed"" organisations. Last month, the deputy head of the bloc's executive Commission, Frans Timmermans, warned action would be taken in coming weeks if there were no positive developments. Hungary passes bill targeting Central European University Hungarian attack on George Soros prompts NGO anger The university built to defend democracy","Hungary's Foreign Minister Peter Szijjarto has said his country will not backtrack on controversial laws criticised by the European Union, despite pressure from the bloc.",BART,test,extrinsic,['extrinsic-NP'],['Foreign'],['The minister'],,,,,,,,,,,,,,,,,,,,,,,,
